W(u),W(v),d4,d3,var4,var3,w_centrality,uw_centrality,sign,score
132.0,-340.0,-0.03557627688172043,-0.14814814814814814,101.07022585346667,108.77294685990337,0.0,0.0003063321723928294,1.0,0.061224489795918366
132.0,100.0,0.9730318257956448,1.4850746268656716,41.99273964888376,32.838121422960384,0.0,0.00016347617076888942,1.0,0.25
132.0,36.0,0.802627694124594,1.1041666666666667,39.65499567831174,33.02061403508772,0.0,0.000172732073029506,1.0,0.18181818181818182
132.0,-90.0,0.42962338392355254,0.3014705882352941,42.96348240354558,36.123257080610024,0.0017696267696267697,0.00015164036720399657,-1.0,-0.17647058823529413
132.0,-175.0,-0.24574460753910826,-0.47058823529411764,45.64532561885014,43.45952242283052,0.0,0.0001754285876802117,1.0,0.058823529411764705
132.0,-304.0,-0.19880079946702198,-0.55,56.2383480332942,64.21132075471698,0.0,0.00022962191816562247,-1.0,-0.0967741935483871
132.0,621.0,2.2422090220385673,3.4382716049382718,58.076711714217595,59.98684916800859,0.0,0.00026723624494155983,0.0,0.0
132.0,4.0,0.661,0.3360655737704918,43.69884004666926,32.20844059070587,0.0,0.00017228261116384187,1.0,0.12
132.0,16.0,0.6858828624012125,0.8548387096774194,49.65799698210979,46.69420403881458,0.0,0.00017317694896583949,1.0,0.17647058823529413
132.0,345.0,1.315015265056897,2.18,64.26334579474315,78.17543624161074,0.0,0.00022434275580901947,1.0,0.13432835820895522
132.0,155.0,1.4056767047421252,1.4270833333333333,43.53757508378643,36.98410087719298,0.0,0.00018122957810963962,1.0,0.06666666666666667
132.0,-63.0,0.29136438099695766,0.43478260869565216,41.842155877436134,34.24844720496895,0.0,0.00017533038460681343,1.0,0.2222222222222222
132.0,38.0,0.8454495614035088,1.3768115942028984,40.744411552913895,32.51391092774781,0.0,0.00016664821634431565,-1.0,-0.05263157894736842
132.0,211.0,1.3877984678185986,2.093220338983051,40.76353973972028,33.5724322758221,0.0,0.0001790787073104777,1.0,0.40540540540540543
132.0,152.0,1.4377182770663561,2.130434782608696,41.80730121991196,34.22455805064501,0.0006894649751792609,0.00017411862350239784,1.0,0.4444444444444444
132.0,-8.0,0.7247020331853237,0.75,40.677866701875736,29.574175824175825,0.007783293497579214,0.00017336854676079536,-1.0,-0.058823529411764705
132.0,116.0,1.0940024059116686,1.3432835820895523,38.81981794522794,28.90382673100662,0.08742262670834099,0.0001526315397311798,-1.0,-0.17647058823529413
132.0,499.0,2.1034809173443483,3.2,56.26437729749513,58.135849056603774,0.017512410369553227,0.0002140249566116718,-1.0,-0.14754098360655737
132.0,85.0,0.9032352510613381,1.318840579710145,46.2741126050583,39.98518988680842,0.0,0.0001806374259906664,1.0,0.08333333333333333
132.0,15.0,0.6558090409801436,1.3333333333333333,61.33697563297415,65.47826086956522,0.0,0.00024404663749514783,-1.0,-0.06976744186046512
132.0,380.0,1.8065723793677204,2.7333333333333334,54.39285904357078,57.04250559284116,0.0,0.0001746979372873059,1.0,0.3103448275862069
132.0,-172.0,0.04572072072072072,-0.4583333333333333,42.67441155328424,33.325980392156865,0.0,0.00017352481790961809,-1.0,-0.2413793103448276
132.0,-80.0,0.39858571080224336,0.9318181818181818,60.75084661459292,65.22432338653712,0.0,0.0002284658242894637,-1.0,-0.06976744186046512
132.0,-102.0,0.3023492415834258,0.4154929577464789,57.205440533622884,57.2374887623614,0.0,0.00023568863523180014,1.0,0.058823529411764705
132.0,-36.0,0.5060135072624664,0.22666666666666666,68.89927918971439,67.76035794183446,0.0,0.00028531386667547714,-1.0,-0.06382978723404255
132.0,154.0,1.1395082904516867,1.6311475409836065,49.03811537373766,46.18513751524184,0.0,0.00017063557636235534,1.0,0.36
132.0,38.0,0.7211872614367915,1.0555555555555556,42.58486158030262,35.108888888888885,0.0,0.0001611454331691339,1.0,0.2
132.0,-4.0,0.6365001716443529,1.3888888888888888,50.105642747886506,44.7360248447205,0.0,0.00020450052613685298,1.0,0.1111111111111111
132.0,-149.0,-0.302744708994709,-0.8586956521739131,41.2083794027004,31.001791686574297,0.00036771465342893915,0.00017581677415718353,1.0,0.375
