W(u),W(v),d3,var3,w_centrality,uw_centrality,role(u),role(v),lane(u),lane(v),sign,score
172,-12,0.5425531914893617,21.08181267509654,0.08033722498008213,9.523176075239434e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.2222222222222222
172,84,0.8620689655172413,17.35115141391242,9.192866335723479e-05,9.25948130917075e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.25
172,28,0.678082191780822,21.03003342277456,0.0,9.192866335723479e-05,TOP,BOTTOM,DUO,DUO_SUPPORT,1,0.058823529411764705
172,76,0.8137931034482758,17.61226583939864,0.0,9.25900206475746e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.375
172,548,2.4452054794520546,36.05540648684272,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.10344827586206896
172,-60,0.3698630136986301,35.86273125264793,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,SOLO,1,0.05263157894736842
172,8,0.6232876712328768,22.379936920397306,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO,NONE,-1,-0.05263157894736842
172,68,0.7671232876712328,34.811561455538296,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.4
172,-212,-0.17123287671232876,32.64411806242056,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.2
172,68,0.7896551724137931,19.73760887722229,0.0,9.25626541390088e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.6
172,28,0.726027397260274,23.505437085157464,0.0017926089354660783,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.42857142857142855
172,-52,0.363013698630137,24.79560325754366,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.1891891891891892
172,-112,0.1724137931034483,23.458059897386946,0.0,9.261469815840819e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.14285714285714285
172,24,0.7054794520547946,29.225674339782515,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,-1,-0.1282051282051282
172,-208,-0.13793103448275862,22.47917909557332,0.0,9.257152114294972e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.125
172,152,1.1527777777777777,36.06020131629888,0.0,9.323806899406483e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.391304347826087
172,16,0.6095890410958904,27.26286306077296,0.0,9.192866335723479e-05,TOP,BOTTOM,DUO,DUO_SUPPORT,1,0.2631578947368421
172,38,0.684931506849315,30.76637009838535,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,SOLO,1,0.45454545454545453
172,4,0.6015037593984962,15.712299616966945,6.128577557148985e-05,0.00010094206099389151,TOP,NONE,DUO,DUO_SUPPORT,1,0.6666666666666666
172,88,0.8424657534246576,18.133173280610084,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_CARRY,1,0.5384615384615384
172,28,0.6111111111111112,18.308168795973675,0.0,9.321463047487572e-05,TOP,NONE,DUO,DUO_SUPPORT,1,1.0
172,148,1.0547945205479452,42.48495975144753,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO,1,0.3333333333333333
172,64,0.7945205479452054,19.916395989267052,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.14285714285714285
172,140,1.047945205479452,25.14545968083604,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.2
172,52,0.7671232876712328,17.608812314644823,0.00014555371698228843,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,0,0.0
172,-44,0.4896551724137931,25.7248061090562,0.0,9.257604831045475e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.16666666666666666
172,-8,0.5342465753424658,22.895730358235653,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO,NONE,1,0.25
172,-116,0.23972602739726026,32.33408652261922,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.2
172,-88,0.2671232876712329,32.780633620486746,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.10344827586206896
172,-132,0.10273972602739725,22.546109306595113,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,1,0.3333333333333333
172,84,0.9172413793103448,28.17305810762439,0.0,9.25948130917075e-05,TOP,TOP,DUO,DUO_SUPPORT,-1,-0.17647058823529413
172,12,0.6643835616438356,18.07254154309655,0.015685328185328185,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.38461538461538464
172,-344,-0.5724137931034483,85.97570695621047,0.0,9.257152114294972e-05,TOP,TOP,DUO,DUO_SUPPORT,-1,-0.17647058823529413
172,-248,-0.2808219178082192,28.182036435531707,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.15789473684210525
172,-196,-0.06206896551724138,18.466722348168478,0.01908209229637801,9.261469815840819e-05,TOP,BOTTOM,DUO,DUO_CARRY,-1,-0.38461538461538464
172,-60,0.3741258741258741,15.919187829714145,0.0010341974627688913,9.392846596036941e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.2
172,-176,0.0273972602739726,38.30852516122958,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.15
172,12,0.6215277777777778,22.173332849399923,0.0011261261261261261,9.320545034830749e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.07692307692307693
172,252,1.417808219178082,26.182224732853175,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.45454545454545453
172,20,0.6666666666666666,18.418118466898953,0.0012946620089477234,9.321903318863807e-05,TOP,TOP,DUO,DUO,-1,-0.07692307692307693
172,-144,0.06382978723404255,16.116907700461876,9.192866335723479e-05,9.524100910886892e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.25
172,244,1.4246575342465753,35.942757614272935,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,0,0.0
172,164,1.143835616438356,46.03422303817728,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO,NONE,1,0.02702702702702703
172,48,0.7328767123287672,21.66723155863108,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.14285714285714285
172,-368,-0.678082191780822,39.51113307913195,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO,1,0.07692307692307693
172,-32,0.4726027397260274,24.5868756766935,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO,NONE,1,0.05263157894736842
172,196,1.2602739726027397,22.633055594784164,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,0,0.0
172,-76,0.3356164383561644,20.00381302075978,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO,-1,-0.14285714285714285
172,-152,0.0684931506849315,22.950619027444336,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,0,0.0
172,-20,0.4793103448275862,23.92517599331822,0.0,9.257152114294972e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.4444444444444444
172,-36,0.45454545454545453,16.655821371610845,0.0,9.39275978884927e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.2727272727272727
172,-100,0.2640845070422535,22.371709052903995,0.0,9.452771255487139e-05,TOP,TOP,DUO,DUO_SUPPORT,0,0.0
172,-420,-0.7945205479452054,82.7617568140093,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.6666666666666666
172,-52,0.4131944444444444,17.908814847077043,0.0,9.320991463848608e-05,TOP,JUNGLE,DUO,NONE,-1,-0.058823529411764705
172,-88,0.2945205479452055,18.847667466930282,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.3333333333333333
172,48,0.7602739726027398,40.65711057760203,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.043478260869565216
172,-104,0.23972602739726026,18.334086522619216,6.128577557148985e-05,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.1111111111111111
172,160,1.1027397260273972,29.728239890787552,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.45454545454545453
172,80,0.8698630136986302,26.81462128701219,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO,-1,-0.058823529411764705
172,76,0.8493150684931506,31.791649013792778,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,0,0.0
172,-8,0.5205479452054794,28.374146777762085,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.2727272727272727
172,46,0.7191780821917808,27.137362896012803,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO,1,0.15384615384615385
172,68,0.7876712328767124,21.487407616626655,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO,1,0.38461538461538464
172,16,0.636986301369863,25.46226992421033,0.0,9.192866335723479e-05,TOP,BOTTOM,DUO,SOLO,1,0.037037037037037035
172,184,1.2152777777777777,23.737466124661246,0.0,9.320991463848608e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.2222222222222222
172,-136,0.11379310344827587,30.34340770791075,0.0,9.256705685277114e-05,TOP,MIDDLE,DUO,DUO,1,0.14285714285714285
172,4,0.6083916083916084,16.74435038645565,0.00016087516087516087,9.392759788849267e-05,TOP,TOP,DUO,DUO_SUPPORT,0,0.0
172,-44,0.4452054794520548,21.278774184437225,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.06666666666666667
172,104,0.9383561643835616,35.673162924257404,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.07692307692307693
172,40,0.7397260273972602,32.2344301652309,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.1
172,20,0.6438356164383562,37.66652544367556,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,SOLO,1,0.08333333333333333
172,-292,-0.3835616438356164,27.96234053570588,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.18181818181818182
172,208,1.273972602739726,24.316433648731348,0.0,9.192866335723479e-05,TOP,TOP,DUO,SOLO,1,0.2
172,40,0.6993006993006993,16.758385474174947,0.00017619660476803336,9.392260001136645e-05,TOP,JUNGLE,DUO,NONE,1,0.3333333333333333
172,-28,0.4931506849315068,22.57383608718166,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,0,0.0
172,-136,0.14383561643835616,34.87958386291955,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.2727272727272727
172,-224,-0.14383561643835616,21.731817539895495,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_CARRY,-1,-0.45454545454545453
172,116,0.958904109589041,16.561879207268277,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO,1,0.6666666666666666
172,-88,0.2808219178082192,90.27825636680319,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.09090909090909091
172,-84,0.32413793103448274,19.742321918625464,0.00079288472145615,9.25900206475746e-05,TOP,BOTTOM,DUO,DUO_CARRY,-1,-0.6
172,168,1.1506849315068493,39.66793767358659,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.1
172,-464,-0.952054794520548,34.547521536506146,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,-1,-0.30434782608695654
172,-60,0.34375,19.717661149825783,0.0,9.32189060961697e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.8181818181818182
172,-108,0.2328767123287671,21.622558019112176,0.0016623766623766625,9.192866335723479e-05,TOP,BOTTOM,DUO,SOLO,-1,-0.25
172,-244,-0.3150684931506849,37.84540789907263,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.35714285714285715
172,112,0.9756944444444444,16.05864063104917,4.5964331678617394e-05,9.320551192472373e-05,TOP,BOTTOM,DUO,SOLO,-1,-0.1111111111111111
172,-16,0.5310344827586206,21.467891659706478,0.0,9.25948130917075e-05,TOP,NONE,DUO,DUO_SUPPORT,0,0.0
172,420,1.9931506849315068,30.762839523607777,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,SOLO,1,0.2631578947368421
172,140,1.082191780821918,19.140987619451113,0.0013559477845192132,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-0.2
172,96,0.9383561643835616,23.260791790236784,0.0,9.192866335723479e-05,TOP,TOP,DUO,DUO_SUPPORT,-1,-0.6
172,112,0.9448275862068966,21.1111323231118,0.0,9.25948130917075e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.3333333333333333
172,-48,0.40492957746478875,16.856654058627385,0.001287001287001287,9.456545779708139e-05,TOP,TOP,DUO,SOLO,-1,-0.3333333333333333
172,-356,-0.5821917808219178,83.79734500776726,0.0,9.192866335723479e-05,TOP,NONE,DUO,DUO_SUPPORT,-1,-1.0
172,-72,0.3103448275862069,18.16632860040568,0.0,9.261469815840819e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.3333333333333333
172,-80,0.354014598540146,17.035386754364858,0.0,9.799280448987494e-05,TOP,TOP,DUO,DUO_SUPPORT,1,0.3333333333333333
172,-108,0.2465753424657534,20.963046650661393,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,-1,-0.2857142857142857
172,160,1.1048951048951048,16.424046129309286,0.0006894649751792609,9.38574266841744e-05,TOP,NONE,DUO,DUO_SUPPORT,1,1.0
172,-100,0.21379310344827587,19.379739887841545,0.0,9.255831173639393e-05,TOP,BOTTOM,DUO,DUO_SUPPORT,1,0.7142857142857143
172,-192,-0.11267605633802817,17.930722142039517,0.0,9.45706002751948e-05,TOP,NONE,DUO,DUO,-1,-0.3333333333333333
172,160,1.1145833333333333,19.809124564459932,0.0,9.326208311162815e-05,TOP,NONE,DUO,DUO_SUPPORT,1,0.3333333333333333
172,64,0.778169014084507,16.24390334942517,0.0,9.46339680769623e-05,TOP,TOP,DUO,DUO,0,0.0
172,-76,0.26277372262773724,15.205422314911367,6.89464975179261e-05,9.80456417280069e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,1,0.5
172,196,1.2163120567375887,16.469056813306075,0.0,9.522323586680933e-05,TOP,MIDDLE,DUO,DUO_SUPPORT,1,0.14285714285714285
172,-40,0.4166666666666667,15.102121212121212,0.00032175032175032174,9.730248587215066e-05,TOP,MIDDLE,DUO,DUO,0,0.0
-332,52,-0.9482758620689655,123.13572366066101,0.0,9.25626541390088e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_CARRY,1,0.045454545454545456
-332,212,-0.4931506849315068,119.32297698065246,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_SUPPORT,1,0.17142857142857143
-332,56,-0.9035714285714286,121.60715565796211,0.0,9.594157361060085e-05,TOP,TOP,DUO_SUPPORT,DUO_SUPPORT,1,0.03529411764705882
-332,28,-1.0827586206896551,122.09693354015033,0.0,9.256705685277116e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.011111111111111112
-332,-244,-1.7808219178082192,129.16141787883066,0.23244851994851995,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.12727272727272726
-332,64,-0.8493150684931506,118.26587581791648,0.0067107924250781395,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.15625
-332,-192,-1.7887323943661972,116.64072064898224,0.0,9.45706002751948e-05,TOP,NONE,DUO_SUPPORT,DUO,-1,-0.1111111111111111
-332,-112,-1.4931506849315068,115.64600103563527,0.0,9.192866335723479e-05,TOP,TOP,DUO_SUPPORT,DUO_CARRY,-1,-0.08695652173913043
-332,152,-0.6388888888888888,137.56252419667055,0.0,9.323806899406483e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.009174311926605505
-332,88,-0.8888888888888888,129.56949283778553,0.0,9.32860060492807e-05,TOP,TOP,DUO_SUPPORT,DUO_SUPPORT,1,0.07692307692307693
-332,88,-0.7945205479452054,117.40093207174127,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_CARRY,-1,-0.08571428571428572
-332,194,-0.5344827586206896,124.56801097721036,0.0,9.257604831045477e-05,TOP,TOP,DUO_SUPPORT,SOLO,1,0.044585987261146494
-332,-176,-1.5890410958904109,131.79616814950808,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.05641025641025641
-332,8,-1.0684931506849316,120.4832650755543,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO_SUPPORT,NONE,-1,-0.05263157894736842
-332,20,-1.1027397260273972,135.81758696982536,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,SOLO,1,0.026737967914438502
-332,68,-0.9517241379310345,119.13952988903472,0.0,9.25626541390088e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.1076923076923077
-332,28,-0.9863013698630136,119.18194228687096,0.0,9.192866335723479e-05,TOP,BOTTOM,DUO_SUPPORT,DUO_SUPPORT,-1,-0.06557377049180328
-332,-96,-1.5410958904109588,141.26634656122016,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO_SUPPORT,NONE,1,0.036065573770491806
-332,-104,-1.5410958904109588,114.7783740526291,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.13725490196078433
-332,-232,-1.8379310344827586,118.66222407827227,0.10593629343629343,9.25806396931017e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.1559633027522936
-332,-16,-1.2310344827586206,119.60387781887604,0.0,9.25948130917075e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.06930693069306931
-332,84,-0.9,127.60588235294117,0.0,9.25948130917075e-05,TOP,TOP,DUO_SUPPORT,DUO_SUPPORT,1,0.03734439834024896
-332,80,-0.8013698630136986,125.4793108318034,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO,-1,-0.08256880733944955
-332,-56,-1.3150684931506849,129.646095184296,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,SOLO,-1,-0.011494252873563218
-332,-144,-1.5283687943262412,114.05079377098004,0.006733774590917448,9.524100910886892e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.4666666666666667
-332,-72,-1.4068965517241379,115.7092948335521,0.0,9.261469815840819e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.1111111111111111
-332,348,0.0273972602739726,160.30852516122957,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,SOLO,1,0.01818181818181818
-332,244,-0.23972602739726026,136.4646707150591,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.03501945525291829
-332,20,-1.0068493150684932,151.07211787412322,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.03557312252964427
-332,164,-0.5753424657534246,146.12145177234854,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO_SUPPORT,NONE,0,0.0
-332,-12,-1.1369863013698631,116.55161700324813,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.09375
-332,276,-0.2517241379310345,122.35510082329077,0.0,9.255831173639392e-05,TOP,MIDDLE,DUO_SUPPORT,DUO_SUPPORT,1,0.16923076923076924
-332,12,-1.1506849315068493,122.13529162547663,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.06349206349206349
-332,4,-1.2465753424657535,119.95961022454456,0.0,9.192866335723479e-05,TOP,BOTTOM,DUO_SUPPORT,SOLO,1,0.13043478260869565
-332,-112,-1.4482758620689655,120.62188283021119,0.0,9.261469815840819e-05,TOP,TOP,DUO_SUPPORT,DUO_SUPPORT,-1,-0.06896551724137931
-332,400,0.14383561643835616,140.67339829590924,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO_SUPPORT,NONE,1,0.06341463414634146
-332,420,0.17123287671232876,131.51009744386386,0.0,9.192866335723479e-05,TOP,MIDDLE,DUO_SUPPORT,SOLO,1,0.09547738693467336
-332,68,-0.773972602739726,131.85938897519182,0.05330330330330331,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.10052910052910052
-332,-32,-1.226027397260274,122.3473614837829,0.0,9.192866335723479e-05,TOP,JUNGLE,DUO_SUPPORT,NONE,-1,-0.022222222222222223
-332,-124,-1.4931506849315068,120.4157604858071,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.1111111111111111
-332,196,-0.4520547945205479,123.09391328908346,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,-1,-0.013157894736842105
-332,508,0.4657534246575342,145.1568987431154,0.0,9.192866335723479e-05,TOP,TOP,DUO_SUPPORT,DUO_SUPPORT,1,0.07194244604316546
-332,24,-1.1506849315068493,126.32085863578591,0.0,9.192866335723479e-05,TOP,TOP,DUO_SUPPORT,DUO_SUPPORT,1,0.058333333333333334
-332,140,-0.7123287671232876,124.45991620769195,0.0,9.192866335723479e-05,TOP,NONE,DUO_SUPPORT,DUO_SUPPORT,1,0.047058823529411764
